certified_per_keyper_resistance_usd,total_stress_targets,covered_stress_targets,empirical_certificate_coverage,empirical_certificate_coverage_pct
8350,1.46317e+06,1.449693e+06,0.9907891769240758,99.07891769240759
8375,1.46317e+06,1.449715e+06,0.9908042127709016,99.08042127709015
8400,1.46317e+06,1.449731e+06,0.9908151479322294,99.08151479322294
8425,1.46317e+06,1.449759e+06,0.990834284464553,99.0834284464553
8450,1.46317e+06,1.44978e+06,0.9908486368637958,99.08486368637958
8475,1.46317e+06,1.449802e+06,0.9908636727106215,99.08636727106214
8500,1.46317e+06,1.449841e+06,0.9908903271663579,99.0890327166358
8525,1.46317e+06,1.449881e+06,0.9909176650696775,99.09176650696774
8550,1.46317e+06,1.449949e+06,0.9909641395053206,99.09641395053207
8575,1.46317e+06,1.450016e+06,0.9910099304933808,99.10099304933809
8600,1.46317e+06,1.450284e+06,0.9911930944456215,99.11930944456215
8625,1.46317e+06,1.450354e+06,0.9912409357764306,99.12409357764307
8650,1.46317e+06,1.45044e+06,0.9912997122685676,99.12997122685675
8675,1.46317e+06,1.450492e+06,0.9913352515428829,99.1335251542883
8700,1.46317e+06,1.450541e+06,0.9913687404744493,99.13687404744493
8725,1.46317e+06,1.450601e+06,0.9914097473294285,99.14097473294285
